ROUTE	PAGE	LINE OF ROUTE	LINE OF ROUTE / SECTOR DESCRIPTION	W6A	W7	W8	W9	W9PLUS	W10	W10A	W12	NOTES
London-North-Western-South	0669	MD401	DCL	Route Boundary (GW200) (Heyford) – Aynho Jn	75	00	81	13	N	N	N	N	N	N	N	
London-North-Western-South	0669	MD401	DCL	Aynho Jn – Leamington Spa North Jn	81	13	106	25	N	N	N	N	N	N	N	
London-North-Western-South	0669	MD401	DCL	Leamington Spa North Jn – Tyseley South Jn	106	25	125	73	N	N	N	N	N	N	N	
London-North-Western-South	0669	MD401	BCV/D CL	Tyseley South Jn – Small Heath South Jn	125	73	126	59	N	N	N	N	N	N	N	
London-North-Western-South	0669	MD401	BCV	Small Heath South Jn – Bordesley Jn	126	59	128	11	N	N	N	N	N	N	N	
London-North-Western-South	0669	MD405	LSC1	Leamington Spa North Jn – Milverton Change of ELR	106	25	107	06	N	N	N	N	N	N	N	
London-North-Western-South	0669	MD405	LSC2	Milverton Change of ELR – Coventry South Jn	0	00	8	45	N	N	N	N	N	N	N	
London-North-Western-South	0669	MD410	CNN	Coventry North Jn – Nuneaton South Jn	0	00	9	53	N	N	N	N	N	N	N	
London-North-Western-South	0669	MD415	HSA	Hatton Station Jn – Bearley Jn	18	12	12	48	N	N	N	N	N	N	N	
London-North-Western-South	0669	MD415	HSA	Bearley Jn – Stratford Upon Avon (End of Headshunt)	12	48	8	63	N	N	N	N	N	N	N	
London-North-Western-South	0669	MD420	HHW	Hatton North Jn – Hatton West Jn	18	25	17	62	N	N	N	N	N	N	N	
London-North-Western-South	0670	MD425	TSB	Tyseley South Jn – Bearley Jn	0	00	17	71	N	N	N	N	N	N	N	
London-North-Western-South	0670	MD430	OWW	Droitwich Spa – Cutnall Green (former Route Boundary)	126	21	130	40	N	N	N	N	N	N	N	
London-North-Western-South	0670	MD430	OWW	Cutnall Green (former Route Boundary) – Kidderminster	130	40	135	46	N	N	N	N	N	N	N	
London-North-Western-South	0670	MD430	OWW	Kidderminster – Stourbridge North Jn	135	46	142	51	N	N	N	N	N	N	N	
London-North-Western-South	0670	MD435	DCL	Small Heath South Jn – Site of former Handsworth Jn	126	59	132	47	N	N	N	N	N	N	N	
London-North-Western-South	0670	MD435	HSJ	Site of former Handsworth Jn – Smethwick Jn	132	47	133	32	N	N	N	N	N	N	N	
London-North-Western-South	0670	MD435	GSJ2	Smethwick Jn – Stourbridge North Jn	133	32	141	06	N	N	N	N	N	N	N	
London-North-Western-South	0670	MD440	GSJ1	Galton Jn – Smethwick Jn	3	64	4	08	N	N	N	N	N	N	N	
London-North-Western-South	0670	MD445	SJS	Stourbridge Jn – Stourbridge Town	142	16	142	78	N	N	N	N	N	N	N	
London-North-Western-South	0670	MD450	OWW	Stourbridge North Jn – Round Oak	142	15	146	13	N	N	N	N	N	N	N	
London-North-Western-South	0670	MD455	KWD	Kingswinford Jn – Network Rail Boundary	144	33	145	60	N	N	N	N	N	N	N	
London-North-Western-South	0670	MD460	SJT1	Kineton MOD Branch – Burton Dassett (MOD Kineton)	22	60	25	60	N	N	N	N	N	N	N	
London-North-Western-South	0670	MD501	DBP1	Route Boundary (LN3501) (London Road Jn) – Kingsbury Jn	23	30	29	39	N	N	N	N	N	N	N	
London-North-Western-South	0670	MD501	DBP2	Kingsbury Jn – Water Orton East Jn	29	39	33	22	N	N	N	N	N	N	N	
London-North-Western-South	0670	MD501	DBP3	Water Orton East Jn (Change of Mileage) – Landor Street Jn	34	43	40	60	N	N	N	N	N	N	N	
London-North-Western-South	0670	MD501	DBP3	Landor Street Jn – Proof House Jn	40	60	41	51	N	N	N	N	N	N	N	
London-North-Western-South	0670	MD545	KJW	Kingsbury Jn – Whitacre Jn (Change of Mileage)	29	39	31	69	N	N	N	N	N	N	N	
London-North-Western-South	0670	MD555	NWO	Nuneaton North Junction – Lmit of Electrification	10	18	10	00	N	N	N	N	N	N	N	
London-North-Western-South	0670	MD555	NWO	Limit of Electrification – Whitacre West Junction	10	00	0	00	N	N	N	N	N	N	N	
London-North-Western-South	0671	MD555	DBP3	Whitacre West Jn – Water Orton East Jn	31	69	34	43	N	N	N	N	N	N	N	
London-North-Western-South	0671	MD560	WOP	Water Orton West Jn – Park Lane Change of ELR	35	15	36	04	N	N	N	N	N	N	N	
London-North-Western-South	0671	MD560	CBR2	Park Lane Change of ELR – Park Lane Jn	36	04	36	15	N	N	N	N	N	N	N	
London-North-Western-South	0671	MD565	CBR1	Castle Bromwich Jn – Park Lane Jn	0	55	0	00	N	N	N	N	N	N	N	
London-North-Western-South	0671	MD565	CBR2	Park Lane Jn – Ryecroft Jn	36	04	47	48	N	N	N	N	N	N	N	
London-North-Western-South	0671	MD570	LSS	Landor Street Jn – St Andrews Jn	40	60	41	18	N	N	N	N	N	N	N	
London-North-Western-South	0671	MD570	SKN	St Andrews Jn – Bordesley Jn	41	18	41	44	N	N	N	N	N	N	N	
London-North-Western-South	0671	MD570	SKN	Bordesley Jn – Kings Norton Jn (Camp Hill Lines)	41	44	46	77	N	N	N	N	N	N	N	
London-North-Western-South	0671	MD575	SAG	St Andrews Jn – Grand Jn	0	00	0	52	N	N	N	N	N	N	N	
London-North-Western-South	0671	MD580	LEL	Lifford East Jn – Lifford West Jn	46	11	46	36	N	N	N	N	N	N	N	
London-North-Western-South	0671	MD701	MCJ1	London Marylebone – Neasden South Jn (Change of Mileage)	205	77	200	65	N	N	N	N	N	N	N	
London-North-Western-South	0671	MD701	NAJ1	Neasden South Jn (Change of Mileage) – Northolt Jn	6	30	0	00	N	N	N	N	N	N	N	
London-North-Western-South	0671	MD701	NAJ2	Northolt Jn – Princes Risborough Jn	0	00	24	50	N	N	N	N	N	N	N	
London-North-Western-South	0671	MD701	NAJ2	Princes Risborough Jn – Site of former Ashendon Jn (Change of Mileage)	24	50	33	69	N	N	N	N	N	N	N	
London-North-Western-South	0671	MD701	NAJ3	Site of former Ashendon Jn (Change of Mileage) – Aynho Jn	0	00	18	35	N	N	N	N	N	N	N	
London-North-Western-South	0671	MD705	ANL	Route Boundary (GW110) (Greenford West Jn) – Northolt Jn (South Ruislip)	8	60	10	15	N	N	N	N	N	N	N	
London-North-Western-South	0671	MD710	MCJ1	Neasden South Jn – Network Rail Boundary (LUL) (Harrow-on-the-Hill South Jn)	200	66	197	05	N	N	N	N	N	N	N	
London-North-Western-South	0671	MD712	MCJ2	Network Rail Boundary (LUL) (Amersham, Mantles Wood) – Aylesbury Jn	25	21	38	08	N	N	N	N	N	N	N	
London-North-Western-South	0671	MD712	MCJ2	Aylesbury Jn – Aylesbury	38	08	38	13	N	N	N	N	N	N	N	
London-North-Western-South	0672	MD715	NJN	Neasden South Jn – Route Boundary (EA1360) (Neasden Jn)	6	30	6	51	N	N	N	N	N	N	N	
London-North-Western-South	0672	MD720	NAJ2	Princes Risborough – Change of Mileage (Princes Risborough Jn)	24	40	24	48	N	N	N	N	N	N	N	
London-North-Western-South	0672	MD720	PRA	Change of Mileage (Princes Risborough Jn) – Aylesbury Jn	42	31	49	35	N	N	N	N	N	N	N	
London-North-Western-South	0672	MD725	MCJ2	Aylesbury – Aylesbury Vale Parkway	38	13	40	38	N	N	N	N	N	N	N	
London-North-Western-South	0672	MD725	MCJ2	Aylesbury Vale Parkway – Change of Mileage (Quainton Road)	40	38	44	28	N	N	N	N	N	N	N	
London-North-Western-South	0672	MD725	MCJ3	Change of Mileage (Quainton Road) – Calvert Jn (Change of Mileage)	161	50	156	72	N	N	N	N	N	N	N	
London-North-Western-South	0672	MD725	MCJ4	Calvert Jn (Change of Mileage) – Claydon L&NE Jn	0	00	0	41	N	N	N	N	N	N	N	
London-North-Western-South	0672	MD736	OXD	Route Boundary (GW277) –Gavray Junction	29	25	19	00	N	N	N	N	N	N	N	
London-North-Western-South	0672	MD736	OXD	Gavray Junction – Gates (Claydon)	19	00	12	00	N	N	N	N	N	N	N	
London-North-Western-South	0672	MD736	OXD	Gates (Claydon) – Buffer Stops	12	00	1	31	N	N	N	N	N	N	N	
London-North-Western-South	0672	MD736	OXD	Buffer Stops – Flyover Junction (Change of ELR)	1	27	0	62	N	N	N	N	N	N	N	
London-North-Western-South	0672	MD736	BFO	Flyover Junction (Change of ELR) – Flyover Junction Summit	0	00	0	68	N	N	N	N	N	N	N	
London-North-Western-South	0672	MD736	DHF	Flyover Junction Summit – Limit of Electrification	0	68	1	37	N	N	N	N	N	N	N	
London-North-Western-South	0672	MD736	DHF	Limit of Electrification – Bletchley Flyover North Jn	1	37	1	61	N	N	N	N	N	N	N	
London-North-Western-South	0672	MD736	DHF	Bletchley Flyover North Jn – Denbigh Hall South Jn	1	61	1	73	N	N	N	N	N	N	N	
London-North-Western-South	0672	MD740	BFO	Flyover Jn (Summit) – Fenny Stratford Bletchley Flyover Jn	0	68	1	59	N	N	N	N	N	N	N	
London-North-Western-South	0672	MD745	BSG	Bicester South Junction – Gavray Junction	0	00	0	52	N	N	N	N	N	N	N	
London-North-Western-South	0673	MD801	WSJ1	Wolverhampton North Jn – Oxley, Stafford Road Jn (Change of Mileage)	143	52	142	79	N	N	N	N	N	N	N	
London-North-Western-South	0673	MD801	WSJ2	Oxley, Stafford Road Jn (Change of Mileage) – Limit of Electrification	143	02	143	65	N	N	N	N	N	N	N	
London-North-Western-South	0673	MD801	WSJ2	Limit of Electrification – Madeley Jn	143	65	156	19	N	N	N	N	N	N	N	
London-North-Western-South	0673	MD801	WSJ2	Madeley Jn – Route Boundary (GW731) (Abbey Foregate)	156	19	170	46	N	N	N	N	N	N	N	
London-North-Western-South	0673	MD805	OXC	Bushbury (Oxley) Jn – Stafford Road Jn	1	02	0	00	N	N	N	N	N	N	N	
London-North-Western-South	0673	MD810	MJI1	Madeley Junction – Site of former Lightmoor Jn	156	19	160	29	N	N	N	N	N	N	N	
London-North-Western-South	0673	MD810	MJI2	Site of former Lightmoor Jn – Ironbridge Power Station (NR Boundary)	156	19	160	29	N	N	N	N	N	N	N	
London-North-Western-South	0673	MD900	ABW	Abbotswood Jn – Norton Jn	0	00	0	62	N	N	N	N	N	N	N	
London-North-Western-South	0673	MD900	OWW	Norton Jn – Shrub Hill Jn	117	26	120	46	N	N	N	N	N	N	N	
London-North-Western-South	0673	MD900	OWW	Shrub Hill Jn – Droitwich Spa Jn	120	46	126	21	N	N	N	N	N	N	N	
London-North-Western-South	0673	MD900	STO	Droitwich Spa Jn – Stoke Works Jn	126	21	130	25	N	N	N	N	N	N	N	
London-North-Western-South	0673	MD910	OWW	Pershore (excl) – Norton Jn	112	00	117	26	N	N	N	N	N	N	N	
London-North-Western-South	0673	MD940	WAH	Shrub Hill Jn – Henwick SB (Branch Single)	120	46	121	65	N	N	N	N	N	N	N	
London-North-Western-South	0673	MD940	WAH	Henwick SB – Shelwick Jn	121	65	148	11	N	N	N	N	N	N	N	
London-North-Western-South	0673	MD950	BLW	Worcester Tunnel Jn – Site of former Rainbow Hill Jn Change of ELR	0	30	0	00	N	N	N	N	N	N	N	
London-North-Western-South	0673	MD950	WAH	Site of former Rainbow Hill Jn Change of ELR – Henwick SB (Droitwich Single)	120	64	121	65	N	N	N	N	N	N	N	
